instant;dteday;season;yr;mnth;hr;holiday;weekday;workingday
1804;20.03.11;1;0;3;20;0;0;0
1805;20.03.11;1;0;3;21;0;0;0
1806;20.03.11;1;0;3;22;0;0;0
1807;20.03.11;1;0;3;23;0;0;0
1808;21.03.11;2;0;3;0;0;1;1
1809;21.03.11;2;0;3;1;0;1;1
1810;21.03.11;2;0;3;2;0;1;1
1811;21.03.11;2;0;3;3;0;1;1
1812;21.03.11;2;0;3;5;0;1;1
1813;21.03.11;2;0;3;6;0;1;1
1814;21.03.11;2;0;3;7;0;1;1
1815;21.03.11;2;0;3;8;0;1;1
1816;21.03.11;2;0;3;9;0;1;1
1817;21.03.11;2;0;3;10;0;1;1
1818;21.03.11;2;0;3;11;0;1;1
1819;21.03.11;2;0;3;12;0;1;1
1820;21.03.11;2;0;3;13;0;1;1
1821;21.03.11;2;0;3;14;0;1;1
1822;21.03.11;2;0;3;15;0;1;1
1823;21.03.11;2;0;3;16;0;1;1
1824;21.03.11;2;0;3;17;0;1;1
1825;21.03.11;2;0;3;18;0;1;1
1826;21.03.11;2;0;3;19;0;1;1
1827;21.03.11;2;0;3;20;0;1;1
1828;21.03.11;2;0;3;21;0;1;1
1829;21.03.11;2;0;3;22;0;1;1
1830;21.03.11;2;0;3;23;0;1;1
1831;22.03.11;2;0;3;0;0;2;1
1832;22.03.11;2;0;3;1;0;2;1
1833;22.03.11;2;0;3;2;0;2;1
1834;22.03.11;2;0;3;3;0;2;1
1835;22.03.11;2;0;3;4;0;2;1
1836;22.03.11;2;0;3;5;0;2;1
1837;22.03.11;2;0;3;6;0;2;1
1838;22.03.11;2;0;3;7;0;2;1
1839;22.03.11;2;0;3;8;0;2;1
1840;22.03.11;2;0;3;9;0;2;1
1841;22.03.11;2;0;3;10;0;2;1
1842;22.03.11;2;0;3;11;0;2;1
1843;22.03.11;2;0;3;12;0;2;1
1844;22.03.11;2;0;3;13;0;2;1
1845;22.03.11;2;0;3;14;0;2;1
1846;22.03.11;2;0;3;15;0;2;1
1847;22.03.11;2;0;3;16;0;2;1
1848;22.03.11;2;0;3;17;0;2;1
1849;22.03.11;2;0;3;18;0;2;1
1850;22.03.11;2;0;3;19;0;2;1
1851;22.03.11;2;0;3;20;0;2;1
1852;22.03.11;2;0;3;21;0;2;1
1853;22.03.11;2;0;3;22;0;2;1
1854;22.03.11;2;0;3;23;0;2;1
1855;23.03.11;2;0;3;0;0;3;1
1856;23.03.11;2;0;3;1;0;3;1
1857;23.03.11;2;0;3;2;0;3;1
1858;23.03.11;2;0;3;3;0;3;1
1859;23.03.11;2;0;3;5;0;3;1
1860;23.03.11;2;0;3;6;0;3;1
1861;23.03.11;2;0;3;7;0;3;1
1862;23.03.11;2;0;3;8;0;3;1
1863;23.03.11;2;0;3;9;0;3;1
1864;23.03.11;2;0;3;10;0;3;1
1865;23.03.11;2;0;3;11;0;3;1
1866;23.03.11;2;0;3;12;0;3;1
1867;23.03.11;2;0;3;13;0;3;1
1868;23.03.11;2;0;3;14;0;3;1
1869;23.03.11;2;0;3;15;0;3;1
1870;23.03.11;2;0;3;16;0;3;1
1871;23.03.11;2;0;3;17;0;3;1
1872;23.03.11;2;0;3;18;0;3;1
1873;23.03.11;2;0;3;19;0;3;1
1874;23.03.11;2;0;3;20;0;3;1
1875;23.03.11;2;0;3;21;0;3;1
1876;23.03.11;2;0;3;22;0;3;1
1877;23.03.11;2;0;3;23;0;3;1
1878;24.03.11;2;0;3;0;0;4;1
1879;24.03.11;2;0;3;1;0;4;1
1880;24.03.11;2;0;3;2;0;4;1
1881;24.03.11;2;0;3;3;0;4;1
1882;24.03.11;2;0;3;4;0;4;1
1883;24.03.11;2;0;3;5;0;4;1
1884;24.03.11;2;0;3;6;0;4;1
1885;24.03.11;2;0;3;7;0;4;1
1886;24.03.11;2;0;3;8;0;4;1
1887;24.03.11;2;0;3;9;0;4;1
1888;24.03.11;2;0;3;10;0;4;1
1889;24.03.11;2;0;3;11;0;4;1
1890;24.03.11;2;0;3;12;0;4;1
1891;24.03.11;2;0;3;13;0;4;1
1892;24.03.11;2;0;3;14;0;4;1
1893;24.03.11;2;0;3;15;0;4;1
1894;24.03.11;2;0;3;16;0;4;1
1895;24.03.11;2;0;3;17;0;4;1
1896;24.03.11;2;0;3;18;0;4;1
1897;24.03.11;2;0;3;19;0;4;1
1898;24.03.11;2;0;3;20;0;4;1
1899;24.03.11;2;0;3;21;0;4;1
1900;24.03.11;2;0;3;22;0;4;1
1901;24.03.11;2;0;3;23;0;4;1
1902;25.03.11;2;0;3;0;0;5;1
1903;25.03.11;2;0;3;1;0;5;1
1904;25.03.11;2;0;3;2;0;5;1
1905;25.03.11;2;0;3;3;0;5;1
1906;25.03.11;2;0;3;4;0;5;1
1907;25.03.11;2;0;3;5;0;5;1
1908;25.03.11;2;0;3;6;0;5;1
1909;25.03.11;2;0;3;7;0;5;1
1910;25.03.11;2;0;3;8;0;5;1
1911;25.03.11;2;0;3;9;0;5;1
1912;25.03.11;2;0;3;10;0;5;1
1913;25.03.11;2;0;3;11;0;5;1
1914;25.03.11;2;0;3;12;0;5;1
1915;25.03.11;2;0;3;13;0;5;1
1916;25.03.11;2;0;3;14;0;5;1
1917;25.03.11;2;0;3;15;0;5;1
1918;25.03.11;2;0;3;16;0;5;1
1919;25.03.11;2;0;3;17;0;5;1
1920;25.03.11;2;0;3;18;0;5;1
1921;25.03.11;2;0;3;19;0;5;1
1922;25.03.11;2;0;3;20;0;5;1
1923;25.03.11;2;0;3;21;0;5;1
1924;25.03.11;2;0;3;22;0;5;1
1925;25.03.11;2;0;3;23;0;5;1
1926;26.03.11;2;0;3;0;0;6;0
1927;26.03.11;2;0;3;1;0;6;0
1928;26.03.11;2;0;3;2;0;6;0
1929;26.03.11;2;0;3;3;0;6;0
1930;26.03.11;2;0;3;4;0;6;0
1931;26.03.11;2;0;3;5;0;6;0
1932;26.03.11;2;0;3;6;0;6;0
1933;26.03.11;2;0;3;7;0;6;0
1934;26.03.11;2;0;3;8;0;6;0
1935;26.03.11;2;0;3;9;0;6;0
1936;26.03.11;2;0;3;10;0;6;0
1937;26.03.11;2;0;3;11;0;6;0
1938;26.03.11;2;0;3;12;0;6;0
1939;26.03.11;2;0;3;13;0;6;0
1940;26.03.11;2;0;3;14;0;6;0
1941;26.03.11;2;0;3;15;0;6;0
1942;26.03.11;2;0;3;16;0;6;0
1943;26.03.11;2;0;3;17;0;6;0
1944;26.03.11;2;0;3;18;0;6;0
1945;26.03.11;2;0;3;19;0;6;0
1946;26.03.11;2;0;3;20;0;6;0
1947;26.03.11;2;0;3;21;0;6;0
1948;26.03.11;2;0;3;22;0;6;0
1949;26.03.11;2;0;3;23;0;6;0
1950;27.03.11;2;0;3;0;0;0;0
1951;27.03.11;2;0;3;1;0;0;0
1952;27.03.11;2;0;3;2;0;0;0
1953;27.03.11;2;0;3;3;0;0;0
1954;27.03.11;2;0;3;4;0;0;0
1955;27.03.11;2;0;3;6;0;0;0
1956;27.03.11;2;0;3;7;0;0;0
1957;27.03.11;2;0;3;8;0;0;0
1958;27.03.11;2;0;3;9;0;0;0
1959;27.03.11;2;0;3;10;0;0;0
1960;27.03.11;2;0;3;11;0;0;0
1961;27.03.11;2;0;3;12;0;0;0
1962;27.03.11;2;0;3;13;0;0;0
1963;27.03.11;2;0;3;14;0;0;0
1964;27.03.11;2;0;3;15;0;0;0
1965;27.03.11;2;0;3;16;0;0;0
1966;27.03.11;2;0;3;17;0;0;0
1967;27.03.11;2;0;3;18;0;0;0
1968;27.03.11;2;0;3;19;0;0;0
1969;27.03.11;2;0;3;20;0;0;0
1970;27.03.11;2;0;3;21;0;0;0
1971;27.03.11;2;0;3;22;0;0;0
1972;27.03.11;2;0;3;23;0;0;0
1973;28.03.11;2;0;3;0;0;1;1
1974;28.03.11;2;0;3;1;0;1;1
1975;28.03.11;2;0;3;2;0;1;1
1976;28.03.11;2;0;3;3;0;1;1
1977;28.03.11;2;0;3;5;0;1;1
1978;28.03.11;2;0;3;6;0;1;1
1979;28.03.11;2;0;3;7;0;1;1
1980;28.03.11;2;0;3;8;0;1;1
1981;28.03.11;2;0;3;9;0;1;1
1982;28.03.11;2;0;3;10;0;1;1
1983;28.03.11;2;0;3;11;0;1;1
1984;28.03.11;2;0;3;12;0;1;1
1985;28.03.11;2;0;3;13;0;1;1
1986;28.03.11;2;0;3;14;0;1;1
1987;28.03.11;2;0;3;15;0;1;1
1988;28.03.11;2;0;3;16;0;1;1
1989;28.03.11;2;0;3;17;0;1;1
1990;28.03.11;2;0;3;18;0;1;1
1991;28.03.11;2;0;3;19;0;1;1
1992;28.03.11;2;0;3;20;0;1;1
1993;28.03.11;2;0;3;21;0;1;1
1994;28.03.11;2;0;3;22;0;1;1
1995;28.03.11;2;0;3;23;0;1;1
1996;29.03.11;2;0;3;0;0;2;1
1997;29.03.11;2;0;3;1;0;2;1
1998;29.03.11;2;0;3;2;0;2;1
1999;29.03.11;2;0;3;3;0;2;1
2000;29.03.11;2;0;3;4;0;2;1
2001;29.03.11;2;0;3;5;0;2;1
2002;29.03.11;2;0;3;6;0;2;1
2003;29.03.11;2;0;3;7;0;2;1
2004;29.03.11;2;0;3;8;0;2;1
2005;29.03.11;2;0;3;9;0;2;1
2006;29.03.11;2;0;3;10;0;2;1
2007;29.03.11;2;0;3;11;0;2;1
2008;29.03.11;2;0;3;12;0;2;1
2009;29.03.11;2;0;3;13;0;2;1
2010;29.03.11;2;0;3;14;0;2;1
2011;29.03.11;2;0;3;15;0;2;1
2012;29.03.11;2;0;3;16;0;2;1
2013;29.03.11;2;0;3;17;0;2;1
2014;29.03.11;2;0;3;18;0;2;1
2015;29.03.11;2;0;3;19;0;2;1
2016;29.03.11;2;0;3;20;0;2;1
2017;29.03.11;2;0;3;21;0;2;1
2018;29.03.11;2;0;3;22;0;2;1
2019;29.03.11;2;0;3;23;0;2;1
2020;30.03.11;2;0;3;0;0;3;1
2021;30.03.11;2;0;3;1;0;3;1
2022;30.03.11;2;0;3;2;0;3;1
2023;30.03.11;2;0;3;3;0;3;1
2024;30.03.11;2;0;3;4;0;3;1
2025;30.03.11;2;0;3;5;0;3;1
2026;30.03.11;2;0;3;6;0;3;1
2027;30.03.11;2;0;3;7;0;3;1
2028;30.03.11;2;0;3;8;0;3;1
2029;30.03.11;2;0;3;9;0;3;1
2030;30.03.11;2;0;3;10;0;3;1
2031;30.03.11;2;0;3;11;0;3;1
2032;30.03.11;2;0;3;12;0;3;1
2033;30.03.11;2;0;3;13;0;3;1
2034;30.03.11;2;0;3;14;0;3;1
2035;30.03.11;2;0;3;15;0;3;1
2036;30.03.11;2;0;3;16;0;3;1
2037;30.03.11;2;0;3;17;0;3;1
2038;30.03.11;2;0;3;18;0;3;1
2039;30.03.11;2;0;3;19;0;3;1
2040;30.03.11;2;0;3;20;0;3;1
2041;30.03.11;2;0;3;21;0;3;1
2042;30.03.11;2;0;3;22;0;3;1
2043;30.03.11;2;0;3;23;0;3;1
2044;31.03.11;2;0;3;0;0;4;1
2045;31.03.11;2;0;3;1;0;4;1
2046;31.03.11;2;0;3;2;0;4;1
2047;31.03.11;2;0;3;3;0;4;1
2048;31.03.11;2;0;3;4;0;4;1
2049;31.03.11;2;0;3;5;0;4;1
2050;31.03.11;2;0;3;6;0;4;1
2051;31.03.11;2;0;3;7;0;4;1
2052;31.03.11;2;0;3;8;0;4;1
2053;31.03.11;2;0;3;9;0;4;1
2054;31.03.11;2;0;3;10;0;4;1
2055;31.03.11;2;0;3;11;0;4;1
2056;31.03.11;2;0;3;12;0;4;1
2057;31.03.11;2;0;3;13;0;4;1
2058;31.03.11;2;0;3;14;0;4;1
2059;31.03.11;2;0;3;15;0;4;1
2060;31.03.11;2;0;3;16;0;4;1
2061;31.03.11;2;0;3;17;0;4;1
2062;31.03.11;2;0;3;18;0;4;1
2063;31.03.11;2;0;3;19;0;4;1
2064;31.03.11;2;0;3;20;0;4;1
2065;31.03.11;2;0;3;21;0;4;1
2066;31.03.11;2;0;3;22;0;4;1
2067;31.03.11;2;0;3;23;0;4;1
2068;01.04.11;2;0;4;0;0;5;1
2069;01.04.11;2;0;4;1;0;5;1
2070;01.04.11;2;0;4;2;0;5;1
2071;01.04.11;2;0;4;3;0;5;1
2072;01.04.11;2;0;4;4;0;5;1
2073;01.04.11;2;0;4;5;0;5;1
2074;01.04.11;2;0;4;6;0;5;1
2075;01.04.11;2;0;4;7;0;5;1
2076;01.04.11;2;0;4;8;0;5;1
2077;01.04.11;2;0;4;9;0;5;1
2078;01.04.11;2;0;4;10;0;5;1
2079;01.04.11;2;0;4;11;0;5;1
2080;01.04.11;2;0;4;12;0;5;1
2081;01.04.11;2;0;4;13;0;5;1
2082;01.04.11;2;0;4;14;0;5;1
2083;01.04.11;2;0;4;15;0;5;1
2084;01.04.11;2;0;4;16;0;5;1
2085;01.04.11;2;0;4;17;0;5;1
2086;01.04.11;2;0;4;18;0;5;1
2087;01.04.11;2;0;4;19;0;5;1
2088;01.04.11;2;0;4;20;0;5;1
2089;01.04.11;2;0;4;21;0;5;1
2090;01.04.11;2;0;4;22;0;5;1
2091;01.04.11;2;0;4;23;0;5;1
2092;02.04.11;2;0;4;0;0;6;0
2093;02.04.11;2;0;4;1;0;6;0
2094;02.04.11;2;0;4;2;0;6;0
2095;02.04.11;2;0;4;3;0;6;0
2096;02.04.11;2;0;4;4;0;6;0
2097;02.04.11;2;0;4;5;0;6;0
2098;02.04.11;2;0;4;6;0;6;0
2099;02.04.11;2;0;4;7;0;6;0
2100;02.04.11;2;0;4;8;0;6;0
2101;02.04.11;2;0;4;9;0;6;0
2102;02.04.11;2;0;4;10;0;6;0
2103;02.04.11;2;0;4;11;0;6;0
2104;02.04.11;2;0;4;12;0;6;0
2105;02.04.11;2;0;4;13;0;6;0
2106;02.04.11;2;0;4;14;0;6;0
2107;02.04.11;2;0;4;15;0;6;0
2108;02.04.11;2;0;4;16;0;6;0
2109;02.04.11;2;0;4;17;0;6;0
2110;02.04.11;2;0;4;18;0;6;0
2111;02.04.11;2;0;4;19;0;6;0
2112;02.04.11;2;0;4;20;0;6;0
2113;02.04.11;2;0;4;21;0;6;0
2114;02.04.11;2;0;4;22;0;6;0
2115;02.04.11;2;0;4;23;0;6;0
2116;03.04.11;2;0;4;0;0;0;0
2117;03.04.11;2;0;4;1;0;0;0
2118;03.04.11;2;0;4;2;0;0;0
2119;03.04.11;2;0;4;3;0;0;0
2120;03.04.11;2;0;4;4;0;0;0
2121;03.04.11;2;0;4;5;0;0;0
2122;03.04.11;2;0;4;6;0;0;0
2123;03.04.11;2;0;4;7;0;0;0
2124;03.04.11;2;0;4;8;0;0;0
2125;03.04.11;2;0;4;9;0;0;0
2126;03.04.11;2;0;4;10;0;0;0
2127;03.04.11;2;0;4;11;0;0;0
2128;03.04.11;2;0;4;12;0;0;0
2129;03.04.11;2;0;4;13;0;0;0
2130;03.04.11;2;0;4;14;0;0;0
2131;03.04.11;2;0;4;15;0;0;0
2132;03.04.11;2;0;4;16;0;0;0
2133;03.04.11;2;0;4;17;0;0;0
2134;03.04.11;2;0;4;18;0;0;0
2135;03.04.11;2;0;4;19;0;0;0
2136;03.04.11;2;0;4;20;0;0;0
2137;03.04.11;2;0;4;21;0;0;0
2138;03.04.11;2;0;4;22;0;0;0
2139;03.04.11;2;0;4;23;0;0;0
2140;04.04.11;2;0;4;0;0;1;1
2141;04.04.11;2;0;4;1;0;1;1
2142;04.04.11;2;0;4;2;0;1;1
2143;04.04.11;2;0;4;3;0;1;1
2144;04.04.11;2;0;4;4;0;1;1
2145;04.04.11;2;0;4;5;0;1;1
2146;04.04.11;2;0;4;6;0;1;1
2147;04.04.11;2;0;4;7;0;1;1
2148;04.04.11;2;0;4;8;0;1;1
2149;04.04.11;2;0;4;9;0;1;1
2150;04.04.11;2;0;4;10;0;1;1
2151;04.04.11;2;0;4;11;0;1;1
2152;04.04.11;2;0;4;12;0;1;1
2153;04.04.11;2;0;4;13;0;1;1
2154;04.04.11;2;0;4;14;0;1;1
2155;04.04.11;2;0;4;15;0;1;1
2156;04.04.11;2;0;4;16;0;1;1
2157;04.04.11;2;0;4;17;0;1;1
2158;04.04.11;2;0;4;18;0;1;1
2159;04.04.11;2;0;4;19;0;1;1
2160;04.04.11;2;0;4;20;0;1;1
2161;04.04.11;2;0;4;21;0;1;1
2162;04.04.11;2;0;4;22;0;1;1
2163;04.04.11;2;0;4;23;0;1;1
2164;05.04.11;2;0;4;0;0;2;1
2165;05.04.11;2;0;4;1;0;2;1
2166;05.04.11;2;0;4;2;0;2;1
2167;05.04.11;2;0;4;3;0;2;1
2168;05.04.11;2;0;4;4;0;2;1
2169;05.04.11;2;0;4;5;0;2;1
2170;05.04.11;2;0;4;6;0;2;1
2171;05.04.11;2;0;4;7;0;2;1
2172;05.04.11;2;0;4;8;0;2;1
2173;05.04.11;2;0;4;9;0;2;1
2174;05.04.11;2;0;4;10;0;2;1
2175;05.04.11;2;0;4;11;0;2;1
2176;05.04.11;2;0;4;12;0;2;1
2177;05.04.11;2;0;4;13;0;2;1
2178;05.04.11;2;0;4;14;0;2;1
2179;05.04.11;2;0;4;15;0;2;1
2180;05.04.11;2;0;4;16;0;2;1
2181;05.04.11;2;0;4;17;0;2;1
2182;05.04.11;2;0;4;18;0;2;1
2183;05.04.11;2;0;4;19;0;2;1
2184;05.04.11;2;0;4;20;0;2;1
2185;05.04.11;2;0;4;21;0;2;1
2186;05.04.11;2;0;4;22;0;2;1
2187;05.04.11;2;0;4;23;0;2;1
2188;06.04.11;2;0;4;0;0;3;1
2189;06.04.11;2;0;4;1;0;3;1
2190;06.04.11;2;0;4;2;0;3;1
2191;06.04.11;2;0;4;3;0;3;1
2192;06.04.11;2;0;4;4;0;3;1
2193;06.04.11;2;0;4;5;0;3;1
2194;06.04.11;2;0;4;6;0;3;1
2195;06.04.11;2;0;4;7;0;3;1
2196;06.04.11;2;0;4;8;0;3;1
2197;06.04.11;2;0;4;9;0;3;1
2198;06.04.11;2;0;4;10;0;3;1
2199;06.04.11;2;0;4;11;0;3;1
2200;06.04.11;2;0;4;12;0;3;1
2201;06.04.11;2;0;4;13;0;3;1
2202;06.04.11;2;0;4;14;0;3;1
2203;06.04.11;2;0;4;15;0;3;1
2204;06.04.11;2;0;4;16;0;3;1
2205;06.04.11;2;0;4;17;0;3;1
2206;06.04.11;2;0;4;18;0;3;1
2207;06.04.11;2;0;4;19;0;3;1
2208;06.04.11;2;0;4;20;0;3;1
2209;06.04.11;2;0;4;21;0;3;1
2210;06.04.11;2;0;4;22;0;3;1
2211;06.04.11;2;0;4;23;0;3;1
2212;07.04.11;2;0;4;0;0;4;1
2213;07.04.11;2;0;4;1;0;4;1
2214;07.04.11;2;0;4;2;0;4;1
2215;07.04.11;2;0;4;3;0;4;1
2216;07.04.11;2;0;4;4;0;4;1
2217;07.04.11;2;0;4;5;0;4;1
2218;07.04.11;2;0;4;6;0;4;1
2219;07.04.11;2;0;4;7;0;4;1
2220;07.04.11;2;0;4;8;0;4;1
2221;07.04.11;2;0;4;9;0;4;1
2222;07.04.11;2;0;4;10;0;4;1
2223;07.04.11;2;0;4;11;0;4;1
2224;07.04.11;2;0;4;12;0;4;1
2225;07.04.11;2;0;4;13;0;4;1
2226;07.04.11;2;0;4;14;0;4;1
2227;07.04.11;2;0;4;15;0;4;1
2228;07.04.11;2;0;4;16;0;4;1
2229;07.04.11;2;0;4;17;0;4;1
2230;07.04.11;2;0;4;18;0;4;1
2231;07.04.11;2;0;4;19;0;4;1
2232;07.04.11;2;0;4;20;0;4;1
2233;07.04.11;2;0;4;21;0;4;1
2234;07.04.11;2;0;4;22;0;4;1
2235;07.04.11;2;0;4;23;0;4;1
2236;08.04.11;2;0;4;0;0;5;1
2237;08.04.11;2;0;4;1;0;5;1
2238;08.04.11;2;0;4;2;0;5;1
2239;08.04.11;2;0;4;3;0;5;1
2240;08.04.11;2;0;4;4;0;5;1
2241;08.04.11;2;0;4;5;0;5;1
2242;08.04.11;2;0;4;6;0;5;1
2243;08.04.11;2;0;4;7;0;5;1
2244;08.04.11;2;0;4;8;0;5;1
2245;08.04.11;2;0;4;9;0;5;1
2246;08.04.11;2;0;4;10;0;5;1
2247;08.04.11;2;0;4;11;0;5;1
2248;08.04.11;2;0;4;12;0;5;1
2249;08.04.11;2;0;4;13;0;5;1
2250;08.04.11;2;0;4;14;0;5;1
2251;08.04.11;2;0;4;15;0;5;1
2252;08.04.11;2;0;4;16;0;5;1
2253;08.04.11;2;0;4;17;0;5;1
2254;08.04.11;2;0;4;18;0;5;1
2255;08.04.11;2;0;4;19;0;5;1
2256;08.04.11;2;0;4;20;0;5;1
2257;08.04.11;2;0;4;21;0;5;1
2258;08.04.11;2;0;4;22;0;5;1
2259;08.04.11;2;0;4;23;0;5;1
2260;09.04.11;2;0;4;0;0;6;0
2261;09.04.11;2;0;4;1;0;6;0
2262;09.04.11;2;0;4;2;0;6;0
2263;09.04.11;2;0;4;3;0;6;0
2264;09.04.11;2;0;4;4;0;6;0
2265;09.04.11;2;0;4;5;0;6;0
2266;09.04.11;2;0;4;6;0;6;0
2267;09.04.11;2;0;4;7;0;6;0
2268;09.04.11;2;0;4;8;0;6;0
2269;09.04.11;2;0;4;9;0;6;0
2270;09.04.11;2;0;4;10;0;6;0
2271;09.04.11;2;0;4;11;0;6;0
2272;09.04.11;2;0;4;12;0;6;0
2273;09.04.11;2;0;4;13;0;6;0
2274;09.04.11;2;0;4;14;0;6;0
2275;09.04.11;2;0;4;15;0;6;0
2276;09.04.11;2;0;4;16;0;6;0
2277;09.04.11;2;0;4;17;0;6;0
2278;09.04.11;2;0;4;18;0;6;0
2279;09.04.11;2;0;4;19;0;6;0
2280;09.04.11;2;0;4;20;0;6;0
2281;09.04.11;2;0;4;21;0;6;0
2282;09.04.11;2;0;4;22;0;6;0
2283;09.04.11;2;0;4;23;0;6;0
2284;10.04.11;2;0;4;0;0;0;0
2285;10.04.11;2;0;4;1;0;0;0
2286;10.04.11;2;0;4;2;0;0;0
2287;10.04.11;2;0;4;3;0;0;0
2288;10.04.11;2;0;4;4;0;0;0
2289;10.04.11;2;0;4;5;0;0;0
2290;10.04.11;2;0;4;6;0;0;0
2291;10.04.11;2;0;4;7;0;0;0
2292;10.04.11;2;0;4;8;0;0;0
2293;10.04.11;2;0;4;9;0;0;0
2294;10.04.11;2;0;4;10;0;0;0
2295;10.04.11;2;0;4;11;0;0;0
2296;10.04.11;2;0;4;12;0;0;0
2297;10.04.11;2;0;4;13;0;0;0
2298;10.04.11;2;0;4;14;0;0;0
2299;10.04.11;2;0;4;15;0;0;0
2300;10.04.11;2;0;4;16;0;0;0
2301;10.04.11;2;0;4;17;0;0;0
2302;10.04.11;2;0;4;18;0;0;0
2303;10.04.11;2;0;4;19;0;0;0
2304;10.04.11;2;0;4;20;0;0;0
2305;10.04.11;2;0;4;21;0;0;0
2306;10.04.11;2;0;4;22;0;0;0
2307;10.04.11;2;0;4;23;0;0;0
2308;11.04.11;2;0;4;0;0;1;1
2309;11.04.11;2;0;4;1;0;1;1
2310;11.04.11;2;0;4;2;0;1;1
2311;11.04.11;2;0;4;4;0;1;1
2312;11.04.11;2;0;4;5;0;1;1
2313;11.04.11;2;0;4;6;0;1;1
2314;11.04.11;2;0;4;7;0;1;1
2315;11.04.11;2;0;4;8;0;1;1
2316;11.04.11;2;0;4;9;0;1;1
2317;11.04.11;2;0;4;10;0;1;1
2318;11.04.11;2;0;4;11;0;1;1
2319;11.04.11;2;0;4;12;0;1;1
2320;11.04.11;2;0;4;13;0;1;1
2321;11.04.11;2;0;4;14;0;1;1
2322;11.04.11;2;0;4;15;0;1;1
2323;11.04.11;2;0;4;16;0;1;1
2324;11.04.11;2;0;4;17;0;1;1
2325;11.04.11;2;0;4;18;0;1;1
2326;11.04.11;2;0;4;19;0;1;1
2327;11.04.11;2;0;4;20;0;1;1
2328;11.04.11;2;0;4;21;0;1;1
2329;11.04.11;2;0;4;22;0;1;1
2330;11.04.11;2;0;4;23;0;1;1
2331;12.04.11;2;0;4;0;0;2;1
2332;12.04.11;2;0;4;1;0;2;1
2333;12.04.11;2;0;4;2;0;2;1
2334;12.04.11;2;0;4;3;0;2;1
2335;12.04.11;2;0;4;4;0;2;1
2336;12.04.11;2;0;4;5;0;2;1
2337;12.04.11;2;0;4;6;0;2;1
2338;12.04.11;2;0;4;7;0;2;1
2339;12.04.11;2;0;4;8;0;2;1
2340;12.04.11;2;0;4;9;0;2;1
2341;12.04.11;2;0;4;10;0;2;1
2342;12.04.11;2;0;4;11;0;2;1
2343;12.04.11;2;0;4;12;0;2;1
2344;12.04.11;2;0;4;13;0;2;1
2345;12.04.11;2;0;4;14;0;2;1
2346;12.04.11;2;0;4;15;0;2;1
2347;12.04.11;2;0;4;16;0;2;1
2348;12.04.11;2;0;4;17;0;2;1
2349;12.04.11;2;0;4;18;0;2;1
2350;12.04.11;2;0;4;19;0;2;1
2351;12.04.11;2;0;4;20;0;2;1
2352;12.04.11;2;0;4;21;0;2;1
2353;12.04.11;2;0;4;22;0;2;1
2354;12.04.11;2;0;4;23;0;2;1
2355;13.04.11;2;0;4;0;0;3;1
2356;13.04.11;2;0;4;1;0;3;1
2357;13.04.11;2;0;4;2;0;3;1
2358;13.04.11;2;0;4;3;0;3;1
2359;13.04.11;2;0;4;4;0;3;1
2360;13.04.11;2;0;4;5;0;3;1
2361;13.04.11;2;0;4;6;0;3;1
2362;13.04.11;2;0;4;7;0;3;1
2363;13.04.11;2;0;4;8;0;3;1
2364;13.04.11;2;0;4;9;0;3;1
2365;13.04.11;2;0;4;10;0;3;1
2366;13.04.11;2;0;4;11;0;3;1
2367;13.04.11;2;0;4;12;0;3;1
2368;13.04.11;2;0;4;13;0;3;1
2369;13.04.11;2;0;4;14;0;3;1
2370;13.04.11;2;0;4;15;0;3;1
2371;13.04.11;2;0;4;16;0;3;1
2372;13.04.11;2;0;4;17;0;3;1
2373;13.04.11;2;0;4;18;0;3;1
2374;13.04.11;2;0;4;19;0;3;1
2375;13.04.11;2;0;4;20;0;3;1
2376;13.04.11;2;0;4;21;0;3;1
2377;13.04.11;2;0;4;22;0;3;1
2378;13.04.11;2;0;4;23;0;3;1
2379;14.04.11;2;0;4;0;0;4;1
2380;14.04.11;2;0;4;1;0;4;1
2381;14.04.11;2;0;4;2;0;4;1
2382;14.04.11;2;0;4;3;0;4;1
2383;14.04.11;2;0;4;4;0;4;1
2384;14.04.11;2;0;4;5;0;4;1
2385;14.04.11;2;0;4;6;0;4;1
2386;14.04.11;2;0;4;7;0;4;1
2387;14.04.11;2;0;4;8;0;4;1
2388;14.04.11;2;0;4;9;0;4;1
2389;14.04.11;2;0;4;10;0;4;1
2390;14.04.11;2;0;4;11;0;4;1
2391;14.04.11;2;0;4;12;0;4;1
2392;14.04.11;2;0;4;13;0;4;1
2393;14.04.11;2;0;4;14;0;4;1
2394;14.04.11;2;0;4;15;0;4;1
2395;14.04.11;2;0;4;16;0;4;1
2396;14.04.11;2;0;4;17;0;4;1
2397;14.04.11;2;0;4;18;0;4;1
2398;14.04.11;2;0;4;19;0;4;1
2399;14.04.11;2;0;4;20;0;4;1
2400;14.04.11;2;0;4;21;0;4;1
2401;14.04.11;2;0;4;22;0;4;1
2402;14.04.11;2;0;4;23;0;4;1
2403;15.04.11;2;0;4;0;1;5;0
2404;15.04.11;2;0;4;1;1;5;0
2405;15.04.11;2;0;4;2;1;5;0
2406;15.04.11;2;0;4;3;1;5;0
2407;15.04.11;2;0;4;4;1;5;0
2408;15.04.11;2;0;4;5;1;5;0
2409;15.04.11;2;0;4;6;1;5;0
2410;15.04.11;2;0;4;7;1;5;0
